,Unnamed: 0,Session_ID,User_ID,Visit_date,Device_Type,Browser,Operating_System,Traffic_Source,Country,City,Landing_Page,Exit_Page,Bounce,New_or_Returning,Conversation,Pages_Visited,Session_Duration,Page_Views,Clicks,Revenue
3549,3549,ses3550,usd3550,2025-07-19,Mobile,Chrome,MacOS,Referral,Singapore,Delhi,Services,Contact,Yes,New Visitor,No,89,19,10,9,2686
3550,3550,ses3551,usd3551,2025-09-18,Desktop,Chrome,Android,Direct,India,Hyderabad,About us,Services,Yes,New Visitor,Yes,56,23,3,6,2735
3551,3551,ses3552,usd3552,2025-04-14,Desktop,Chrome,Linux,Organic search,Canada,Delhi,About us,Blog,No,Returning Visitor,No,86,59,14,32,1821
3552,3552,ses3553,usd3553,2025-02-04,Desktop,Edge,Windows,Social media,India,Delhi,Pricing,Products,Yes,Returning Visitor,Yes,30,36,7,28,3179
3553,3553,ses3554,usd3554,2025-09-20,Tablet,Edge,Linux,Direct,Canada,Mumbai,Pricing,Contact,No,Returning Visitor,No,24,18,19,35,2073
3554,3554,ses3555,usd3555,2025-05-12,Tablet,Chrome,MacOS,Paid search,Canada,New York,Pricing,Home,No,New Visitor,No,16,33,9,5,3722
3555,3555,ses3556,usd3556,2025-02-15,Mobile,Edge,iOS,Email marketing,Canada,Mumbai,Services,Products,Yes,Returning Visitor,No,60,14,20,9,3186
3556,3556,ses3557,usd3557,2025-10-03,Desktop,Safari,Windows,Organic search,UK,Mumbai,Contact,Pricing,No,Returning Visitor,No,46,31,17,14,1774
3557,3557,ses3558,usd3558,2025-12-23,Tablet,Safari,Android,Paid search,Germany,Hyderabad,Services,Home,Yes,Returning Visitor,Yes,43,40,7,8,1191
3558,3558,ses3559,usd3559,2025-06-24,Desktop,Opera,Windows,Referral,US,Hyderabad,About us,Services,Yes,New Visitor,Yes,34,7,14,10,5376
3559,3559,ses3560,usd3560,2025-04-09,Tablet,Opera,Linux,Social media,India,Singapore,Products,Pricing,Yes,Returning Visitor,No,70,12,19,21,3547
3560,3560,ses3561,usd3561,2025-09-09,Mobile,Opera,Android,Email marketing,UK,Singapore,About us,Services,No,New Visitor,No,71,54,5,13,3000
3561,3561,ses3562,usd3562,2025-12-28,Desktop,Chrome,iOS,Social media,Canada,New York,Services,Services,No,Returning Visitor,Yes,61,50,11,29,2731
3562,3562,ses3563,usd3563,2025-02-07,Tablet,Opera,MacOS,Referral,Canada,London,Login,Contact,No,New Visitor,Yes,1,44,4,9,5487
3563,3563,ses3564,usd3564,2025-09-08,Mobile,Edge,Linux,Referral,Germany,Hyderabad,Login,Services,No,Returning Visitor,Yes,47,13,1,25,2824
3564,3564,ses3565,usd3565,2025-07-30,Desktop,Opera,Android,Organic search,UK,Sydney,Home,Products,No,Returning Visitor,No,5,54,9,44,483
3565,3565,ses3566,usd3566,2025-09-08,Mobile,Firefox,iOS,Social media,Canada,Mumbai,About us,Pricing,Yes,New Visitor,Yes,56,41,2,31,9231
3566,3566,ses3567,usd3567,2025-05-22,Mobile,Opera,iOS,Paid search,US,Hyderabad,About us,Contact,Yes,Returning Visitor,Yes,42,23,20,28,4656
3567,3567,ses3568,usd3568,2025-06-26,Desktop,Opera,Android,Social media,Singapore,Bangalore,Products,Contact,Yes,Returning Visitor,No,12,15,10,12,1576
3568,3568,ses3569,usd3569,2025-01-25,Tablet,Opera,Linux,Direct,UK,London,Services,Blog,No,New Visitor,No,94,48,23,49,2692
3569,3569,ses3570,usd3570,2025-07-21,Desktop,Safari,Windows,Email marketing,Germany,Singapore,About us,Pricing,Yes,Returning Visitor,No,39,21,15,37,2224
3570,3570,ses3571,usd3571,2025-02-17,Tablet,Chrome,MacOS,Paid search,Canada,Bangalore,Pricing,Home,Yes,Returning Visitor,No,77,19,6,4,6728
3571,3571,ses3572,usd3572,2025-04-26,Tablet,Edge,Android,Email marketing,UK,Sydney,Contact,Home,No,Returning Visitor,Yes,26,59,13,48,9664
3572,3572,ses3573,usd3573,2025-07-28,Mobile,Opera,Android,Email marketing,Singapore,Mumbai,Login,Products,Yes,New Visitor,No,16,3,6,21,6764
3573,3573,ses3574,usd3574,2025-04-29,Mobile,Safari,Android,Organic search,India,Sydney,About us,Contact,No,Returning Visitor,No,27,34,21,42,3069
3574,3574,ses3575,usd3575,2025-08-12,Mobile,Edge,Windows,Direct,UK,Delhi,Pricing,Contact,Yes,Returning Visitor,Yes,26,11,10,20,8615
3575,3575,ses3576,usd3576,2025-08-29,Mobile,Opera,iOS,Direct,UK,Delhi,Services,Products,Yes,New Visitor,Yes,51,50,6,3,2801
3576,3576,ses3577,usd3577,2025-06-05,Mobile,Firefox,Android,Direct,Canada,Sydney,Home,Contact,Yes,Returning Visitor,Yes,42,59,8,35,7223
3577,3577,ses3578,usd3578,2025-09-25,Mobile,Chrome,Android,Email marketing,Canada,Hyderabad,Contact,Home,Yes,New Visitor,No,43,57,12,10,8095
3578,3578,ses3579,usd3579,2025-03-10,Tablet,Opera,Linux,Paid search,Canada,Hyderabad,Login,Blog,No,Returning Visitor,Yes,32,23,15,15,2726
3579,3579,ses3580,usd3580,2025-06-28,Tablet,Opera,Windows,Referral,Canada,Chennai,Services,Blog,Yes,Returning Visitor,Yes,27,42,4,8,5925
3580,3580,ses3581,usd3581,2025-05-24,Desktop,Safari,iOS,Paid search,India,Chennai,Blog,Contact,Yes,Returning Visitor,Yes,66,7,19,6,4546
3581,3581,ses3582,usd3582,2025-09-22,Mobile,Chrome,Linux,Social media,Germany,Delhi,Blog,Contact,No,New Visitor,No,85,14,21,26,8847
3582,3582,ses3583,usd3583,2025-04-04,Desktop,Edge,Linux,Organic search,Singapore,Delhi,Pricing,Contact,No,New Visitor,No,31,21,22,35,2460
3583,3583,ses3584,usd3584,2025-01-28,Mobile,Opera,Android,Email marketing,Canada,Delhi,Home,Contact,No,Returning Visitor,Yes,28,5,24,30,182
3584,3584,ses3585,usd3585,2025-01-14,Tablet,Firefox,Linux,Social media,India,New York,Blog,Pricing,No,New Visitor,Yes,80,11,16,40,7378
3585,3585,ses3586,usd3586,2025-09-13,Mobile,Opera,Linux,Social media,Australia,Chennai,Login,Blog,No,New Visitor,Yes,31,24,6,41,1687
3586,3586,ses3587,usd3587,2025-11-10,Tablet,Chrome,Linux,Direct,US,Mumbai,Login,Contact,No,Returning Visitor,No,16,50,24,3,7000
3587,3587,ses3588,usd3588,2025-10-15,Tablet,Opera,iOS,Paid search,Australia,New York,Blog,Blog,No,Returning Visitor,No,28,46,10,46,7485
3588,3588,ses3589,usd3589,2025-06-28,Desktop,Safari,Android,Organic search,India,Mumbai,Blog,Home,Yes,New Visitor,Yes,18,58,15,48,7634
3589,3589,ses3590,usd3590,2025-06-01,Tablet,Opera,Linux,Social media,UK,New York,Products,Blog,Yes,Returning Visitor,No,16,3,23,31,2421
3590,3590,ses3591,usd3591,2025-05-18,Tablet,Safari,Android,Organic search,Singapore,London,Blog,Blog,Yes,Returning Visitor,Yes,29,21,22,30,9931
3591,3591,ses3592,usd3592,2025-07-20,Tablet,Firefox,Windows,Paid search,Canada,Hyderabad,Pricing,Home,No,New Visitor,No,82,14,5,13,8592
3592,3592,ses3593,usd3593,2025-03-17,Tablet,Safari,Linux,Direct,US,Bangalore,About us,Home,No,New Visitor,No,81,20,12,24,1912
3593,3593,ses3594,usd3594,2025-05-29,Tablet,Chrome,Android,Email marketing,UK,Chennai,Login,Products,Yes,Returning Visitor,Yes,45,24,1,21,8118
3594,3594,ses3595,usd3595,2025-08-07,Tablet,Safari,iOS,Paid search,India,Delhi,Blog,Home,No,Returning Visitor,No,47,31,24,30,8669
3595,3595,ses3596,usd3596,2025-01-07,Tablet,Opera,MacOS,Email marketing,India,Mumbai,About us,Products,Yes,New Visitor,No,98,45,21,42,4103
3596,3596,ses3597,usd3597,2025-08-06,Mobile,Firefox,MacOS,Paid search,Singapore,Bangalore,Home,Products,Yes,Returning Visitor,No,9,55,19,41,2728
3597,3597,ses3598,usd3598,2025-07-10,Tablet,Chrome,Linux,Email marketing,Australia,New York,Login,Blog,No,Returning Visitor,Yes,98,29,19,24,9210
3598,3598,ses3599,usd3599,2025-05-05,Desktop,Safari,Windows,Paid search,Singapore,Delhi,Products,Products,Yes,Returning Visitor,No,21,39,3,12,473
3599,3599,ses3600,usd3600,2025-06-12,Desktop,Opera,iOS,Paid search,Australia,Mumbai,About us,Services,Yes,New Visitor,Yes,37,22,14,16,9820
3600,3600,ses3601,usd3601,2025-10-25,Tablet,Safari,iOS,Organic search,Germany,Chennai,Pricing,Blog,Yes,New Visitor,No,2,42,4,11,2149
3601,3601,ses3602,usd3602,2025-05-07,Mobile,Firefox,Windows,Direct,Australia,Sydney,Pricing,Contact,No,Returning Visitor,No,33,1,14,16,211
3602,3602,ses3603,usd3603,2025-12-21,Mobile,Firefox,Linux,Organic search,India,Hyderabad,Blog,Services,No,New Visitor,No,51,19,6,46,9400
3603,3603,ses3604,usd3604,2025-07-19,Tablet,Safari,iOS,Referral,Australia,New York,Services,Blog,Yes,New Visitor,No,17,39,7,39,7211
3604,3604,ses3605,usd3605,2025-06-16,Desktop,Edge,Android,Social media,UK,New York,Login,Products,No,New Visitor,No,38,23,15,39,6719
3605,3605,ses3606,usd3606,2025-11-04,Mobile,Firefox,Linux,Email marketing,India,Singapore,About us,Blog,Yes,New Visitor,No,94,15,22,44,6160
3606,3606,ses3607,usd3607,2025-06-14,Mobile,Firefox,Windows,Direct,Canada,Hyderabad,Pricing,Pricing,Yes,Returning Visitor,Yes,29,35,21,38,5109
3607,3607,ses3608,usd3608,2025-06-10,Tablet,Firefox,iOS,Direct,UK,Sydney,Home,Home,Yes,Returning Visitor,Yes,97,3,15,21,4673
3608,3608,ses3609,usd3609,2025-12-19,Desktop,Opera,Windows,Direct,Canada,New York,About us,Blog,Yes,Returning Visitor,No,31,51,3,1,2505
3609,3609,ses3610,usd3610,2025-05-08,Mobile,Firefox,MacOS,Organic search,Canada,Hyderabad,Services,Blog,No,Returning Visitor,Yes,51,40,6,49,6584
3610,3610,ses3611,usd3611,2025-06-04,Desktop,Firefox,iOS,Social media,India,Mumbai,Products,Products,No,Returning Visitor,Yes,25,25,15,5,1299
3611,3611,ses3612,usd3612,2025-02-26,Mobile,Edge,Windows,Social media,UK,Hyderabad,About us,Services,Yes,Returning Visitor,Yes,88,36,16,28,8170
3612,3612,ses3613,usd3613,2025-02-10,Tablet,Firefox,Linux,Referral,Singapore,London,Contact,Services,Yes,New Visitor,No,42,12,10,31,7184
3613,3613,ses3614,usd3614,2025-12-25,Mobile,Firefox,iOS,Organic search,UK,Sydney,Contact,Contact,Yes,Returning Visitor,Yes,25,49,14,3,1698
3614,3614,ses3615,usd3615,2025-09-15,Tablet,Firefox,Windows,Referral,Australia,Chennai,Contact,Blog,Yes,New Visitor,Yes,69,25,19,4,2989
3615,3615,ses3616,usd3616,2025-08-11,Mobile,Opera,Android,Organic search,Singapore,Delhi,Services,Pricing,No,New Visitor,Yes,27,29,21,48,9916
3616,3616,ses3617,usd3617,2025-09-21,Tablet,Safari,Android,Email marketing,US,Chennai,Login,Blog,No,New Visitor,No,94,54,16,17,5360
3617,3617,ses3618,usd3618,2025-01-18,Desktop,Safari,iOS,Email marketing,India,Hyderabad,Services,Home,Yes,New Visitor,No,10,46,5,17,6508
3618,3618,ses3619,usd3619,2025-03-25,Desktop,Safari,Windows,Referral,US,New York,Pricing,Blog,No,New Visitor,No,92,34,9,3,9029
3619,3619,ses3620,usd3620,2025-07-30,Tablet,Safari,Windows,Organic search,Germany,Bangalore,Home,Products,No,New Visitor,Yes,29,22,9,44,3114
3620,3620,ses3621,usd3621,2025-08-29,Tablet,Safari,iOS,Paid search,Singapore,Singapore,Blog,Contact,Yes,Returning Visitor,No,62,22,8,46,9432
3621,3621,ses3622,usd3622,2025-02-17,Tablet,Chrome,Linux,Direct,Germany,Sydney,Login,Pricing,Yes,Returning Visitor,Yes,20,5,5,6,9622
3622,3622,ses3623,usd3623,2025-07-15,Tablet,Safari,MacOS,Social media,India,Hyderabad,Pricing,Contact,Yes,New Visitor,Yes,93,55,13,19,9388
3623,3623,ses3624,usd3624,2025-01-26,Mobile,Safari,Android,Social media,Singapore,Chennai,Products,Contact,No,New Visitor,Yes,20,35,23,6,4584
3624,3624,ses3625,usd3625,2025-04-17,Tablet,Firefox,Android,Direct,US,London,Pricing,Pricing,No,Returning Visitor,No,32,6,21,12,1257
3625,3625,ses3626,usd3626,2025-06-19,Tablet,Chrome,iOS,Direct,Singapore,Sydney,Pricing,Services,Yes,New Visitor,Yes,39,48,22,23,244
3626,3626,ses3627,usd3627,2025-02-23,Tablet,Firefox,Windows,Paid search,Australia,Bangalore,Blog,Pricing,No,New Visitor,Yes,25,32,10,16,2916
3627,3627,ses3628,usd3628,2025-02-02,Tablet,Firefox,Linux,Email marketing,US,London,Contact,Services,No,Returning Visitor,No,20,18,21,29,5810
3628,3628,ses3629,usd3629,2025-10-28,Desktop,Opera,iOS,Email marketing,India,Chennai,Blog,Blog,Yes,Returning Visitor,Yes,18,13,18,3,9289
3629,3629,ses3630,usd3630,2025-12-04,Desktop,Opera,MacOS,Referral,UK,Chennai,Services,Home,Yes,New Visitor,No,1,52,6,19,9322
3630,3630,ses3631,usd3631,2025-12-13,Mobile,Opera,Windows,Social media,Germany,Singapore,Pricing,Services,Yes,New Visitor,No,35,39,14,11,9114
3631,3631,ses3632,usd3632,2025-04-09,Tablet,Edge,MacOS,Direct,Canada,Delhi,Contact,Home,No,Returning Visitor,Yes,41,48,24,5,7881
3632,3632,ses3633,usd3633,2025-03-18,Mobile,Firefox,Windows,Email marketing,Germany,Hyderabad,Pricing,Contact,Yes,New Visitor,No,49,11,12,42,4339
3633,3633,ses3634,usd3634,2025-07-12,Desktop,Firefox,Windows,Paid search,US,Sydney,Pricing,Blog,No,Returning Visitor,Yes,28,13,22,37,1322
3634,3634,ses3635,usd3635,2025-01-27,Tablet,Firefox,MacOS,Email marketing,Canada,Mumbai,Products,Pricing,Yes,Returning Visitor,Yes,8,47,11,11,331
3635,3635,ses3636,usd3636,2025-03-03,Desktop,Opera,MacOS,Referral,India,Delhi,Products,Contact,No,New Visitor,Yes,82,38,9,48,545
3636,3636,ses3637,usd3637,2025-06-27,Desktop,Opera,Windows,Paid search,Australia,Hyderabad,About us,Products,Yes,Returning Visitor,No,51,43,15,22,5314
3637,3637,ses3638,usd3638,2025-09-26,Mobile,Firefox,MacOS,Paid search,Singapore,Mumbai,Pricing,Contact,No,New Visitor,No,5,35,12,37,5584
3638,3638,ses3639,usd3639,2025-04-22,Tablet,Opera,Windows,Paid search,US,Sydney,Products,Services,No,New Visitor,Yes,13,9,20,45,5921
3639,3639,ses3640,usd3640,2025-05-22,Mobile,Opera,Linux,Organic search,Canada,Bangalore,Contact,Pricing,No,New Visitor,No,20,27,16,19,6481
3640,3640,ses3641,usd3641,2025-06-17,Mobile,Safari,Windows,Referral,India,London,Services,Services,Yes,Returning Visitor,Yes,1,9,4,40,2839
3641,3641,ses3642,usd3642,2025-01-09,Tablet,Opera,MacOS,Referral,Germany,Sydney,About us,Services,No,Returning Visitor,No,85,50,15,46,7473
3642,3642,ses3643,usd3643,2025-06-27,Tablet,Firefox,Linux,Direct,Singapore,Singapore,Home,Blog,No,Returning Visitor,No,89,57,22,32,2348
3643,3643,ses3644,usd3644,2025-04-11,Desktop,Edge,Linux,Organic search,Australia,New York,Blog,Services,No,Returning Visitor,No,45,9,3,25,8401
3644,3644,ses3645,usd3645,2025-04-03,Desktop,Safari,Android,Paid search,Canada,Chennai,About us,Services,No,Returning Visitor,No,33,32,10,9,2155
3645,3645,ses3646,usd3646,2025-10-20,Desktop,Edge,Android,Email marketing,UK,Sydney,Services,Services,No,Returning Visitor,No,40,19,15,34,862
3646,3646,ses3647,usd3647,2025-01-16,Desktop,Chrome,MacOS,Paid search,US,Bangalore,Home,Contact,No,Returning Visitor,No,48,31,11,35,7742
3647,3647,ses3648,usd3648,2025-11-18,Desktop,Safari,iOS,Organic search,India,Bangalore,Contact,Contact,Yes,New Visitor,No,11,52,23,43,5432
3648,3648,ses3649,usd3649,2025-09-08,Tablet,Safari,Linux,Direct,US,Sydney,Blog,Services,No,New Visitor,Yes,45,57,20,3,7978
3649,3649,ses3650,usd3650,2025-09-06,Tablet,Chrome,Android,Referral,UK,Hyderabad,Contact,Blog,Yes,New Visitor,Yes,97,7,10,14,8160
3650,3650,ses3651,usd3651,2025-12-02,Tablet,Chrome,MacOS,Referral,UK,Bangalore,Blog,Home,Yes,Returning Visitor,Yes,56,39,6,36,3921
3651,3651,ses3652,usd3652,2025-09-14,Desktop,Safari,Android,Direct,Singapore,Singapore,Pricing,Pricing,Yes,New Visitor,Yes,92,23,9,27,459
3652,3652,ses3653,usd3653,2025-04-29,Desktop,Edge,iOS,Referral,US,New York,Login,Contact,Yes,Returning Visitor,No,73,28,9,1,9685
3653,3653,ses3654,usd3654,2025-09-28,Desktop,Chrome,iOS,Organic search,India,Bangalore,Services,Pricing,No,Returning Visitor,No,78,54,4,39,3333
3654,3654,ses3655,usd3655,2025-05-12,Desktop,Chrome,iOS,Paid search,Singapore,Chennai,Products,Products,Yes,New Visitor,Yes,49,47,23,21,5245
3655,3655,ses3656,usd3656,2025-03-07,Mobile,Firefox,Windows,Referral,India,Mumbai,About us,Contact,Yes,Returning Visitor,Yes,65,36,22,16,9325
3656,3656,ses3657,usd3657,2025-06-09,Mobile,Chrome,iOS,Organic search,UK,Singapore,Blog,Pricing,Yes,New Visitor,No,28,42,5,4,183
3657,3657,ses3658,usd3658,2025-08-30,Tablet,Firefox,Linux,Paid search,UK,Chennai,Login,Blog,Yes,New Visitor,Yes,4,26,18,46,3132
3658,3658,ses3659,usd3659,2025-02-07,Tablet,Opera,iOS,Email marketing,US,London,Services,Blog,No,New Visitor,No,13,55,22,16,7770
3659,3659,ses3660,usd3660,2025-07-09,Desktop,Firefox,Windows,Paid search,US,New York,Pricing,Blog,No,New Visitor,Yes,39,26,24,25,7434
3660,3660,ses3661,usd3661,2025-10-13,Desktop,Opera,iOS,Organic search,Canada,Hyderabad,Services,Contact,Yes,New Visitor,Yes,16,34,6,36,541
3661,3661,ses3662,usd3662,2025-12-06,Tablet,Opera,iOS,Referral,Germany,Bangalore,Services,Home,No,Returning Visitor,No,40,13,4,45,9374
3662,3662,ses3663,usd3663,2025-02-24,Tablet,Firefox,Linux,Email marketing,India,Delhi,Products,Contact,Yes,New Visitor,Yes,33,37,9,43,9372
3663,3663,ses3664,usd3664,2025-02-19,Desktop,Opera,MacOS,Referral,Singapore,Sydney,Products,Contact,No,Returning Visitor,No,24,1,24,28,89
3664,3664,ses3665,usd3665,2025-05-26,Mobile,Chrome,Windows,Referral,Singapore,Chennai,Login,Blog,Yes,New Visitor,No,19,29,1,26,7135
3665,3665,ses3666,usd3666,2025-08-04,Desktop,Safari,Linux,Social media,India,Singapore,About us,Home,No,New Visitor,No,64,59,10,41,6759
3666,3666,ses3667,usd3667,2025-10-20,Tablet,Chrome,iOS,Referral,UK,New York,Login,Services,Yes,Returning Visitor,Yes,40,40,18,15,8722
3667,3667,ses3668,usd3668,2025-08-27,Desktop,Safari,Windows,Social media,Australia,Chennai,Contact,Blog,No,Returning Visitor,Yes,81,18,21,45,2388
3668,3668,ses3669,usd3669,2025-07-22,Desktop,Firefox,Android,Paid search,Australia,Hyderabad,Products,Home,No,Returning Visitor,Yes,41,34,19,4,2147
3669,3669,ses3670,usd3670,2025-12-15,Mobile,Opera,Linux,Organic search,UK,Hyderabad,Pricing,Pricing,Yes,New Visitor,Yes,29,5,18,4,1206
3670,3670,ses3671,usd3671,2025-08-24,Desktop,Firefox,Android,Direct,Australia,Hyderabad,Contact,Home,Yes,Returning Visitor,Yes,67,8,3,26,2204
3671,3671,ses3672,usd3672,2025-01-27,Mobile,Chrome,MacOS,Email marketing,Canada,Chennai,Login,Home,Yes,Returning Visitor,No,64,3,1,28,9215
3672,3672,ses3673,usd3673,2025-06-10,Mobile,Chrome,MacOS,Paid search,Australia,Bangalore,Services,Pricing,Yes,New Visitor,Yes,2,3,22,18,3423
3673,3673,ses3674,usd3674,2025-05-05,Desktop,Firefox,Android,Paid search,India,Chennai,About us,Home,Yes,New Visitor,Yes,12,13,4,33,3905
3674,3674,ses3675,usd3675,2025-09-11,Desktop,Chrome,iOS,Direct,Australia,London,Blog,Contact,No,Returning Visitor,Yes,29,59,2,21,1569
3675,3675,ses3676,usd3676,2025-02-03,Mobile,Chrome,Windows,Email marketing,Canada,Mumbai,Login,Services,No,New Visitor,No,97,44,11,44,9700
3676,3676,ses3677,usd3677,2025-08-03,Desktop,Firefox,MacOS,Paid search,Singapore,New York,Blog,Home,Yes,Returning Visitor,Yes,90,39,5,27,4432
3677,3677,ses3678,usd3678,2025-10-31,Tablet,Chrome,Android,Direct,Germany,Bangalore,Products,Blog,No,New Visitor,No,6,40,14,27,5031
3678,3678,ses3679,usd3679,2025-03-04,Desktop,Opera,MacOS,Email marketing,Germany,Hyderabad,About us,Blog,Yes,Returning Visitor,No,69,23,21,13,4714
3679,3679,ses3680,usd3680,2025-10-22,Desktop,Chrome,MacOS,Referral,UK,New York,Contact,Blog,Yes,Returning Visitor,Yes,76,44,10,41,5839
3680,3680,ses3681,usd3681,2025-11-02,Mobile,Edge,iOS,Organic search,India,Bangalore,Contact,Pricing,Yes,Returning Visitor,No,47,57,5,48,1495
3681,3681,ses3682,usd3682,2025-06-25,Mobile,Firefox,MacOS,Social media,Australia,London,Contact,Contact,No,New Visitor,No,43,8,16,6,6440
3682,3682,ses3683,usd3683,2025-11-02,Tablet,Edge,Android,Direct,Australia,New York,Services,Products,Yes,New Visitor,No,58,18,16,12,7748
3683,3683,ses3684,usd3684,2025-12-04,Desktop,Edge,Android,Email marketing,Canada,Mumbai,About us,Contact,Yes,Returning Visitor,No,15,29,6,30,5850
3684,3684,ses3685,usd3685,2025-11-08,Tablet,Opera,iOS,Direct,Australia,Singapore,Blog,Products,Yes,New Visitor,No,78,38,2,39,7718
3685,3685,ses3686,usd3686,2025-07-28,Mobile,Opera,MacOS,Referral,India,Bangalore,Contact,Services,Yes,Returning Visitor,Yes,61,1,19,49,5248
3686,3686,ses3687,usd3687,2025-01-01,Mobile,Opera,MacOS,Direct,Australia,Hyderabad,About us,Services,No,New Visitor,No,82,36,21,18,3377
3687,3687,ses3688,usd3688,2025-10-17,Desktop,Safari,iOS,Paid search,India,Delhi,About us,Products,Yes,New Visitor,Yes,88,2,11,49,1781
3688,3688,ses3689,usd3689,2025-05-10,Desktop,Chrome,Windows,Email marketing,Canada,Chennai,Login,Home,No,Returning Visitor,Yes,96,47,19,19,1234
3689,3689,ses3690,usd3690,2025-10-20,Mobile,Safari,Linux,Email marketing,Canada,Bangalore,Products,Blog,No,New Visitor,Yes,12,25,16,17,1999
3690,3690,ses3691,usd3691,2025-04-16,Tablet,Edge,Android,Social media,Australia,London,Contact,Contact,No,New Visitor,Yes,88,54,8,48,9092
3691,3691,ses3692,usd3692,2025-12-15,Tablet,Firefox,Windows,Email marketing,India,New York,About us,Products,No,Returning Visitor,No,56,10,14,43,2177
3692,3692,ses3693,usd3693,2025-03-02,Mobile,Opera,Windows,Social media,India,Singapore,Pricing,Products,No,Returning Visitor,No,98,53,4,22,2649
3693,3693,ses3694,usd3694,2025-10-15,Mobile,Edge,Android,Organic search,UK,Delhi,Pricing,Home,Yes,Returning Visitor,Yes,25,13,3,44,6643
3694,3694,ses3695,usd3695,2025-02-16,Mobile,Edge,Linux,Organic search,Canada,Hyderabad,Blog,Home,Yes,New Visitor,No,6,3,2,6,9456
3695,3695,ses3696,usd3696,2025-07-03,Desktop,Safari,Android,Referral,Singapore,Hyderabad,Home,Contact,No,New Visitor,No,99,34,1,1,7162
3696,3696,ses3697,usd3697,2025-09-13,Tablet,Safari,Linux,Paid search,US,Mumbai,Blog,Home,No,Returning Visitor,No,57,44,15,34,2696
3697,3697,ses3698,usd3698,2025-08-20,Tablet,Opera,MacOS,Email marketing,India,Mumbai,About us,Services,Yes,New Visitor,No,11,33,1,42,1183
3698,3698,ses3699,usd3699,2025-05-18,Mobile,Edge,iOS,Referral,India,New York,Products,Pricing,No,New Visitor,No,59,13,8,10,4158
3699,3699,ses3700,usd3700,2025-05-07,Tablet,Edge,Android,Referral,Canada,Mumbai,Products,Contact,Yes,Returning Visitor,No,54,25,8,21,7000
3700,3700,ses3701,usd3701,2025-02-02,Tablet,Firefox,Windows,Referral,UK,Mumbai,About us,Services,No,New Visitor,Yes,26,21,7,4,7253
3701,3701,ses3702,usd3702,2025-01-16,Desktop,Safari,MacOS,Referral,Australia,Hyderabad,Contact,Blog,Yes,New Visitor,Yes,84,44,5,32,4927
3702,3702,ses3703,usd3703,2025-10-22,Desktop,Firefox,MacOS,Email marketing,India,Mumbai,Home,Blog,Yes,Returning Visitor,No,73,42,10,46,6975
3703,3703,ses3704,usd3704,2025-05-24,Desktop,Edge,MacOS,Organic search,Australia,Bangalore,Pricing,Contact,Yes,Returning Visitor,Yes,52,8,20,17,3825
3704,3704,ses3705,usd3705,2025-07-19,Mobile,Chrome,Windows,Direct,Canada,Sydney,Login,Contact,Yes,Returning Visitor,No,45,23,12,44,657
3705,3705,ses3706,usd3706,2025-03-31,Desktop,Firefox,Windows,Organic search,Canada,Mumbai,Home,Home,Yes,New Visitor,Yes,14,59,5,11,5330
3706,3706,ses3707,usd3707,2025-07-04,Desktop,Chrome,Linux,Paid search,India,Bangalore,Login,Contact,Yes,New Visitor,No,56,7,8,41,3744
3707,3707,ses3708,usd3708,2025-06-14,Desktop,Edge,MacOS,Email marketing,Australia,London,Contact,Home,Yes,New Visitor,No,26,27,8,49,8601
3708,3708,ses3709,usd3709,2025-04-22,Desktop,Chrome,Windows,Social media,Germany,Bangalore,Contact,Blog,Yes,New Visitor,Yes,77,50,15,13,3746
3709,3709,ses3710,usd3710,2025-03-12,Desktop,Safari,iOS,Organic search,Australia,Hyderabad,About us,Blog,Yes,New Visitor,Yes,66,20,7,10,3636
3710,3710,ses3711,usd3711,2025-07-29,Desktop,Chrome,iOS,Social media,Germany,Chennai,Home,Home,No,Returning Visitor,Yes,34,4,9,14,7064
3711,3711,ses3712,usd3712,2025-10-06,Desktop,Chrome,Linux,Organic search,UK,Delhi,Login,Pricing,Yes,Returning Visitor,No,70,25,2,25,3646
3712,3712,ses3713,usd3713,2025-01-15,Mobile,Safari,iOS,Social media,Germany,Mumbai,Products,Products,Yes,New Visitor,No,64,15,1,1,1748
3713,3713,ses3714,usd3714,2025-05-21,Tablet,Firefox,Android,Direct,Canada,Singapore,Services,Home,Yes,New Visitor,Yes,89,55,6,14,2587
3714,3714,ses3715,usd3715,2025-09-09,Mobile,Edge,Android,Social media,Australia,Mumbai,Pricing,Pricing,No,Returning Visitor,Yes,29,50,2,44,1327
3715,3715,ses3716,usd3716,2025-08-28,Mobile,Firefox,Windows,Social media,Germany,Delhi,About us,Products,No,New Visitor,No,9,46,13,37,2928
3716,3716,ses3717,usd3717,2025-10-31,Mobile,Safari,Windows,Referral,Singapore,New York,About us,Services,No,Returning Visitor,Yes,16,57,21,33,2048
3717,3717,ses3718,usd3718,2025-10-03,Desktop,Firefox,MacOS,Email marketing,Canada,New York,Login,Contact,Yes,New Visitor,Yes,72,35,21,7,5037
3718,3718,ses3719,usd3719,2025-11-30,Desktop,Opera,Windows,Social media,UK,Mumbai,Home,Blog,No,Returning Visitor,No,36,33,10,49,3234
3719,3719,ses3720,usd3720,2025-05-28,Mobile,Chrome,MacOS,Referral,Canada,London,Services,Home,Yes,Returning Visitor,Yes,26,50,2,29,6161
